TIME,TARGET_HEADING,CURRENT_HEADING,TAIL_FAN_PW,LEFT_FAN_PW,RIGHT_FAN_PW,HEADING_ERROR
2212,2760,2822,2028,2765,2765,-62
2213,2760,2823,2028,2765,2765,-63
2214,2760,2823,2028,2765,2765,-63
2215,2760,2824,2028,2765,2765,-64
2216,2760,2824,2028,2765,2765,-64
2217,2760,2825,2028,2765,2765,-65
2218,2760,2825,2028,2765,2765,-65
2219,2760,2828,2028,2765,2765,-68
2220,2760,2829,2028,2765,2765,-69
2221,2760,2829,2028,2765,2765,-69
2222,2760,2829,2028,2765,2765,-69
2223,2760,2829,2028,2765,2765,-69
2224,2760,2829,2028,2765,2765,-69
2225,2760,2829,2028,2765,2765,-69
2226,2760,2829,2028,2765,2765,-69
2227,2760,2829,2028,2765,2765,-69
2228,2760,2829,2028,2765,2765,-69
2229,2760,2829,2028,2765,2765,-69
2230,2760,2829,2028,2765,2765,-69
2231,2760,2829,2028,2765,2765,-69
2232,2760,2829,2028,2765,2765,-69
2233,2760,2830,2028,2765,2765,-70
2234,2760,2831,2028,2765,2765,-71
2235,2760,2830,2028,2765,2765,-70
2236,2760,2828,2028,2765,2765,-68
2237,2760,2828,2028,2765,2765,-68
2238,2760,2826,2028,2765,2765,-66
2239,2760,2827,2028,2765,2765,-67
2240,2760,2827,2028,2765,2765,-67
2241,2760,2827,2028,2765,2765,-67
2242,2760,2829,2028,2765,2765,-69
2243,2760,2828,2028,2765,2765,-68
2244,2760,2829,2028,2765,2765,-69
2245,2760,2828,2028,2765,2765,-68
2246,2760,2828,2028,2765,2765,-68
2247,2760,2828,2028,2765,2765,-68
2248,2760,2829,2028,2765,2765,-69
2249,2760,2829,2028,2765,2765,-69
2250,2760,2828,2028,2765,2765,-68
2251,2760,2828,2028,2765,2765,-68
2252,2760,2828,2028,2765,2765,-68
2253,2760,2829,2028,2765,2765,-69
2254,2760,2828,2028,2765,2765,-68
2255,2760,2827,2028,2765,2765,-67
2256,2760,2827,2028,2765,2765,-67
2257,2760,2827,2028,2765,2765,-67
2258,2760,2826,2028,2765,2765,-66
2259,2760,2826,2028,2765,2765,-66
2260,2760,2825,2028,2765,2765,-65
2261,2760,2826,2028,2765,2765,-66
2262,2760,2827,2028,2765,2765,-67
2263,2760,2827,2028,2765,2765,-67
2264,2760,2826,2028,2765,2765,-66
2265,2760,2824,2028,2765,2765,-64
2266,2760,2825,2028,2765,2765,-65
2267,2760,2825,2028,2765,2765,-65
2268,2760,2826,2028,2765,2765,-66
2269,2760,2826,2028,2765,2765,-66
2270,2760,2824,2028,2765,2765,-64
2271,2760,2824,2028,2765,2765,-64
2272,2760,2825,2028,2765,2765,-65
2273,2760,2826,2028,2765,2765,-66
2274,2760,2826,2028,2765,2765,-66
2275,2760,2824,2028,2765,2765,-64
2276,2760,2824,2028,2765,2765,-64
2277,2760,2824,2028,2765,2765,-64
2278,2760,2824,2028,2765,2765,-64
2279,2760,2824,2028,2765,2765,-64
2280,2760,2824,2028,2765,2765,-64
2281,2760,2823,2028,2765,2765,-63
2282,2760,2823,2028,2765,2765,-63
2283,2760,2823,2028,2765,2765,-63
2284,2760,2823,2028,2765,2765,-63
2285,2760,2823,2028,2765,2765,-63
2286,2760,2822,2028,2765,2765,-62
2287,2760,2822,2028,2765,2765,-62
2288,2760,2822,2028,2765,2765,-62
2289,2760,2822,2028,2765,2765,-62
2290,2760,2821,2028,2765,2765,-61
2291,2760,2819,3502,2765,2765,-59
2292,2760,2818,2028,2765,2765,-58
2293,2760,2820,2028,2765,2765,-60
2294,2760,2819,2028,2765,2765,-59
2295,2760,2817,3502,2765,2765,-57
2296,2760,2817,2028,2765,2765,-57
2297,2760,2817,2028,2765,2765,-57
2298,2760,2813,3502,2765,2765,-53
2299,2760,2812,2028,2765,2765,-52
2300,2760,2815,2028,2765,2765,-55
2301,2760,2815,2028,2765,2765,-55
2302,2760,2812,3502,2765,2765,-52
2303,2760,2811,2028,2765,2765,-51
2304,2760,2813,2028,2765,2765,-53
2305,2760,2813,2028,2765,2765,-53
2306,2760,2810,3502,2765,2765,-50
2307,2760,2810,2028,2765,2765,-50
2308,2760,2813,2028,2765,2765,-53
2309,2760,2813,2028,2765,2765,-53
2310,2760,2810,3502,2765,2765,-50
2311,2760,2809,2028,2765,2765,-49
2312,2760,2812,2028,2765,2765,-52
2313,2760,2813,2028,2765,2765,-53
2314,2760,2810,3502,2765,2765,-50
2315,2760,2809,2028,2765,2765,-49
2316,2760,2811,2028,2765,2765,-51
2317,2760,2810,2028,2765,2765,-50
2318,2760,2810,2028,2765,2765,-50
2319,2760,2808,3502,2765,2765,-48
2320,2760,2806,3502,2765,2765,-46
2321,2760,2807,2028,2765,2765,-47
2322,2760,2809,2028,2765,2765,-49
2323,2760,2804,3502,2765,2765,-44
2324,2760,2799,3502,2765,2765,-39
2325,2760,2802,2028,2765,2765,-42
2326,2760,2804,2028,2765,2765,-44
2327,2760,2800,3502,2765,2765,-40
2328,2760,2800,2028,2765,2765,-40
2329,2760,2807,2028,2765,2765,-47
2330,2760,2804,3502,2765,2765,-44
2331,2760,2800,3502,2765,2765,-40
2332,2760,2804,2028,2765,2765,-44
2333,2760,2807,2028,2765,2765,-47
2334,2760,2802,3502,2765,2765,-42
2335,2760,2794,3502,2765,2765,-34
2336,2760,2794,2028,2765,2765,-34
2337,2760,2791,3502,2765,2765,-31
2338,2760,2791,2028,2765,2765,-31
2339,2760,2789,3502,2765,2765,-29
2340,2760,2788,3502,2765,2765,-28
2341,2760,2787,3502,2765,2765,-27
2342,2760,2789,2028,2765,2765,-29
2343,2760,2788,3502,2765,2765,-28
2344,2760,2785,3502,2765,2765,-25
2345,2760,2780,3502,2765,2765,-20
2346,2760,2779,3502,2765,2765,-19
2347,2760,2777,3502,2765,2765,-17
2348,2760,2777,2028,2765,2765,-17
2349,2760,2774,3502,2765,2765,-14
2350,2760,2775,2028,2765,2765,-15
2351,2760,2774,3502,2765,2765,-14
2352,2760,2771,3502,2765,2765,-11
2353,2760,2769,3502,2765,2765,-9
2354,2760,2768,3502,2765,2765,-8
2355,2760,2769,2028,2765,2765,-9
2356,2760,2772,2028,2765,2765,-12
2357,2760,2775,2028,2765,2765,-15
2358,2760,2775,2028,2765,2765,-15
2359,2760,2776,2028,2765,2765,-16
2360,2760,2779,2028,2765,2765,-19
2361,2760,2778,3502,2765,2765,-18
2362,2760,2778,2028,2765,2765,-18
2363,2760,2779,2028,2765,2765,-19
2364,2760,2780,2028,2765,2765,-20
2365,2760,2780,2028,2765,2765,-20
2366,2760,2780,2028,2765,2765,-20
2367,2760,2783,2028,2765,2765,-23
2368,2760,2783,2028,2765,2765,-23
2369,2760,2789,2028,2765,2765,-29
2370,2760,2793,2028,2765,2765,-33
2371,2760,2799,2028,2765,2765,-39
2372,2760,2798,2028,2765,2765,-38
2373,2760,2806,2028,2765,2765,-46
2374,2760,2813,2028,2765,2765,-53
2375,2760,2820,2028,2765,2765,-60
2376,2760,2826,2028,2765,2765,-66
2377,2760,2833,2028,2765,2765,-73
2378,2760,2833,2028,2765,2765,-73
2379,2760,2842,2028,2765,2765,-82
2380,2760,2850,2028,2765,2765,-90
2381,2760,2853,2028,2765,2765,-93
2382,2760,2861,2028,2765,2765,-101
2383,2760,2868,2028,2765,2765,-108
2384,2760,2874,2028,2765,2765,-114
2385,2760,2883,2028,2765,2765,-123
2386,2760,2892,2028,2765,2765,-132
2387,2760,2900,2028,2765,2765,-140
2388,2760,2900,2028,2765,2765,-140
2389,2760,2908,2028,2765,2765,-148
2390,2760,2917,2028,2765,2765,-157
2391,2760,2924,2028,2765,2765,-164
2392,2760,2931,2028,2765,2765,-171
2393,2760,2941,2028,2765,2765,-181
2394,2760,2949,2028,2765,2765,-189
2395,2760,2955,2028,2765,2765,-195
2396,2760,2962,2028,2765,2765,-202
2397,2760,2971,2028,2765,2765,-211
2398,2760,2978,2028,2765,2765,-218
2399,2760,2978,2028,2765,2765,-218
2400,2760,2985,2028,2765,2765,-225
2401,2760,2993,2028,2765,2765,-233
2402,2760,3001,2028,2765,2765,-241
2403,2760,3007,2028,2765,2765,-247
2404,2760,3014,2028,2765,2765,-254
2405,2760,3023,2028,2765,2765,-263
2406,2760,3032,2028,2765,2765,-272
2407,2760,3040,2028,2765,2765,-280
2408,2760,3044,2028,2765,2765,-284
2409,2760,3044,2028,2765,2765,-284
2410,2760,3051,2028,2765,2765,-291
2411,2760,3060,2028,2765,2765,-300
2412,2760,3066,2028,2765,2765,-306
2413,2760,3072,2028,2765,2765,-312
2414,2760,3079,2028,2765,2765,-319
2415,2760,3087,2028,2765,2765,-327
2416,2760,3091,2028,2765,2765,-331
2417,2760,3097,2028,2765,2765,-337
2418,2760,3104,2028,2765,2765,-344
2419,2760,3104,2028,2765,2765,-344
2420,2760,3111,2028,2765,2765,-351
2421,2760,3115,2028,2765,2765,-355
2422,2760,3122,2028,2765,2765,-362
2423,2760,3127,2028,2765,2765,-367
2424,2760,3132,2028,2765,2765,-372
2425,2760,3138,2028,2765,2765,-378
2426,2760,3142,2028,2765,2765,-382
2427,2760,3147,2028,2765,2765,-387
2428,2760,3151,2028,2765,2765,-391
2429,2760,3151,2028,2765,2765,-391
2430,2760,3156,2028,2765,2765,-396
2431,2760,3162,2028,2765,2765,-402
2432,2760,3167,2028,2765,2765,-407
2433,2760,3171,2028,2765,2765,-411
2434,2760,3173,2028,2765,2765,-413
2435,2760,3177,2028,2765,2765,-417
2436,2760,3182,2028,2765,2765,-422
2437,2760,3185,2028,2765,2765,-425
2438,2760,3189,2028,2765,2765,-429
2439,2760,3189,2028,2765,2765,-429
2440,2760,3195,2028,2765,2765,-435
2441,2760,3199,2028,2765,2765,-439
2442,2760,3200,2028,2765,2765,-440
2443,2760,3202,2028,2765,2765,-442
2444,2760,3205,2028,2765,2765,-445
2445,2760,3208,2028,2765,2765,-448
2446,2760,3207,2028,2765,2765,-447
2447,2760,3208,2028,2765,2765,-448
2448,2760,3211,2028,2765,2765,-451
2449,2760,3211,2028,2765,2765,-451
2450,2760,3213,2028,2765,2765,-453
2451,2760,3217,2028,2765,2765,-457
2452,2760,3219,2028,2765,2765,-459
2453,2760,3218,2028,2765,2765,-458
2454,2760,3218,2028,2765,2765,-458
2455,2760,3218,2028,2765,2765,-458
2456,2760,3217,2028,2765,2765,-457
2457,2760,3218,2028,2765,2765,-458
2458,2760,3218,2028,2765,2765,-458
2459,2760,3218,2028,2765,2765,-458
2460,2760,3216,2028,2765,2765,-456
2461,2760,3216,2028,2765,2765,-456
2462,2760,3214,2028,2765,2765,-454
2463,2760,3214,2028,2765,2765,-454
2464,2760,3213,2028,2765,2765,-453
2465,2760,3211,2028,2765,2765,-451
2466,2760,3210,2028,2765,2765,-450
2467,2760,3208,2028,2765,2765,-448
2468,2760,3205,2028,2765,2765,-445
2469,2760,3205,2028,2765,2765,-445
2470,2760,3203,2028,2765,2765,-443
2471,2760,3202,2028,2765,2765,-442
2472,2760,3201,2028,2765,2765,-441
2473,2760,3197,2028,2765,2765,-437
2474,2760,3195,2028,2765,2765,-435
2475,2760,3194,2028,2765,2765,-434
2476,2760,3192,2028,2765,2765,-432
2477,2760,3189,2028,2765,2765,-429
2478,2760,3184,2028,2765,2765,-424
2479,2760,3184,2028,2765,2765,-424
2480,2760,3181,2028,2765,2765,-421
2481,2760,3178,2028,2765,2765,-418
2482,2760,3176,2028,2765,2765,-416
2483,2760,3172,2028,2765,2765,-412
2484,2760,3167,2028,2765,2765,-407
2485,2760,3163,2028,2765,2765,-403
2486,2760,3159,2028,2765,2765,-399
2487,2760,3154,2028,2765,2765,-394
2488,2760,3149,2028,2765,2765,-389
2489,2760,3149,2028,2765,2765,-389
2490,2760,3145,2028,2765,2765,-385
2491,2760,3138,2028,2765,2765,-378
2492,2760,3131,2028,2765,2765,-371
2493,2760,3126,2028,2765,2765,-366
2494,2760,3121,2028,2765,2765,-361
2495,2760,3115,2028,2765,2765,-355
2496,2760,3109,2028,2765,2765,-349
2497,2760,3103,2028,2765,2765,-343
2498,2760,3098,2028,2765,2765,-338
2499,2760,3091,2028,2765,2765,-331
2500,2760,3091,2028,2765,2765,-331
2501,2760,3085,2028,2765,2765,-325
2502,2760,3079,2028,2765,2765,-319
2503,2760,3071,2028,2765,2765,-311
2504,2760,3063,2028,2765,2765,-303
2505,2760,3055,2028,2765,2765,-295
2506,2760,3048,2028,2765,2765,-288
2507,2760,3041,2028,2765,2765,-281
2508,2760,3033,2028,2765,2765,-273
2509,2760,3025,2028,2765,2765,-265
2510,2760,3025,2028,2765,2765,-265
2511,2760,3018,2028,2765,2765,-258
2512,2760,3009,3502,2765,2765,-249
2513,2760,2999,3502,2765,2765,-239
2514,2760,2991,3502,2765,2765,-231
2515,2760,2984,2028,2765,2765,-224
2516,2760,2975,3502,2765,2765,-215
2517,2760,2964,3502,2765,2765,-204
2518,2760,2954,3502,2765,2765,-194
2519,2760,2948,2028,2765,2765,-188
2520,2760,2948,2028,2765,2765,-188
2521,2760,2936,3502,2765,2765,-176
2522,2760,2925,3502,2765,2765,-165
2523,2760,2923,2028,2765,2765,-163
2524,2760,2916,3502,2765,2765,-156
2525,2760,2905,3502,2765,2765,-145
2526,2760,2896,3502,2765,2765,-136
2527,2760,2890,3502,2765,2765,-130
2528,2760,2881,3502,2765,2765,-121
2529,2760,2870,3502,2765,2765,-110
2530,2760,2870,2028,2765,2765,-110
2531,2760,2864,3502,2765,2765,-104
2532,2760,2859,3502,2765,2765,-99
2533,2760,2852,3502,2765,2765,-92
2534,2760,2844,3502,2765,2765,-84
2535,2760,2838,3502,2765,2765,-78
2536,2760,2833,3502,2765,2765,-73
2537,2760,2826,3502,2765,2765,-66
2538,2760,2823,3502,2765,2765,-63
2539,2760,2823,2028,2765,2765,-63
2540,2760,2823,2028,2765,2765,-63
2541,2760,2820,3502,2765,2765,-60
2542,2760,2818,3502,2765,2765,-58
2543,2760,2816,3502,2765,2765,-56
2544,2760,2813,3502,2765,2765,-53
2545,2760,2813,2028,2765,2765,-53
2546,2760,2816,2028,2765,2765,-56
2547,2760,2818,2028,2765,2765,-58
2548,2760,2819,2028,2765,2765,-59
2549,2760,2821,2028,2765,2765,-61
2550,2760,2821,2028,2765,2765,-61
2551,2760,2823,2028,2765,2765,-63
2552,2760,2824,2028,2765,2765,-64
2553,2760,2827,2028,2765,2765,-67
2554,2760,2829,2028,2765,2765,-69
2555,2760,2832,2028,2765,2765,-72
2556,2760,2834,2028,2765,2765,-74
2557,2760,2836,2028,2765,2765,-76
2558,2760,2837,2028,2765,2765,-77
2559,2760,2838,2028,2765,2765,-78
2560,2760,2838,2028,2765,2765,-78
2561,2760,2838,2028,2765,2765,-78
2562,2760,2839,2028,2765,2765,-79
2563,2760,2840,2028,2765,2765,-80
2564,2760,2842,2028,2765,2765,-82
2565,2760,2842,2028,2765,2765,-82
2566,2760,2845,2028,2765,2765,-85
2567,2760,2847,2028,2765,2765,-87
2568,2760,2848,2028,2765,2765,-88
2569,2760,2848,2028,2765,2765,-88
2570,2760,2848,2028,2765,2765,-88
2571,2760,2848,2028,2765,2765,-88
2572,2760,2848,2028,2765,2765,-88
2573,2760,2848,2028,2765,2765,-88
2574,2760,2848,2028,2765,2765,-88
2575,2760,2849,2028,2765,2765,-89
2576,2760,2849,2028,2765,2765,-89
2577,2760,2849,2028,2765,2765,-89
2578,2760,2849,2028,2765,2765,-89
2579,2760,2849,2028,2765,2765,-89
2580,2760,2849,2028,2765,2765,-89
2581,2760,2849,2028,2765,2765,-89
2582,2760,2849,2028,2765,2765,-89
2583,2760,2849,2028,2765,2765,-89
2584,2760,2848,2028,2765,2765,-88
2585,2760,2848,2028,2765,2765,-88
2586,2760,2849,2028,2765,2765,-89
2587,2760,2848,2028,2765,2765,-88
2588,2760,2848,2028,2765,2765,-88
2589,2760,2849,2028,2765,2765,-89
2590,2760,2849,2028,2765,2765,-89
2591,2760,2849,2028,2765,2765,-89
2592,2760,2848,2028,2765,2765,-88
2593,2760,2848,2028,2765,2765,-88
2594,2760,2848,2028,2765,2765,-88
2595,2760,2848,2028,2765,2765,-88
2596,2760,2848,2028,2765,2765,-88
2597,2760,2848,2028,2765,2765,-88
2598,2760,2848,2028,2765,2765,-88
2599,2760,2846,2028,2765,2765,-86
2600,2760,2846,2028,2765,2765,-86
2601,2760,2846,2028,2765,2765,-86
2602,2760,2847,2028,2765,2765,-87
2603,2760,2847,2028,2765,2765,-87
2604,2760,2847,2028,2765,2765,-87
2605,2760,2849,2028,2765,2765,-89
2606,2760,2849,2028,2765,2765,-89
2607,2760,2847,2028,2765,2765,-87
2608,2760,2847,2028,2765,2765,-87
2609,2760,2848,2028,2765,2765,-88
2610,2760,2847,2028,2765,2765,-87
2611,2760,2847,2028,2765,2765,-87
2612,2760,2847,2028,2765,2765,-87
2613,2760,2847,2028,2765,2765,-87
2614,2760,2846,2028,2765,2765,-86
2615,2760,2847,2028,2765,2765,-87
2616,2760,2847,2028,2765,2765,-87
2617,2760,2844,3502,2765,2765,-84
2618,2760,2844,2028,2765,2765,-84
2619,2760,2845,2028,2765,2765,-85
2620,2760,2843,2028,2765,2765,-83
2621,2760,2843,2028,2765,2765,-83
2622,2760,2843,2028,2765,2765,-83
2623,2760,2845,2028,2765,2765,-85
2624,2760,2843,2028,2765,2765,-83
2625,2760,2842,2028,2765,2765,-82
2626,2760,2841,2028,2765,2765,-81
2627,2760,2841,2028,2765,2765,-81
2628,2760,2842,2028,2765,2765,-82
2629,2760,2842,2028,2765,2765,-82
2630,2760,2840,2028,2765,2765,-80
2631,2760,2840,2028,2765,2765,-80
2632,2760,2840,2028,2765,2765,-80
2633,2760,2840,2028,2765,2765,-80
2634,2760,2840,2028,2765,2765,-80
2635,2760,2840,2028,2765,2765,-80
2636,2760,2840,2028,2765,2765,-80
2637,2760,2841,2028,2765,2765,-81
2638,2760,2839,2028,2765,2765,-79
2640,2760,2838,2028,2765,2765,-78
2641,2760,2838,2028,2765,2765,-78
2642,2760,2836,2028,2765,2765,-76
2643,2760,2834,2028,2765,2765,-74
2644,2760,2831,3502,2765,2765,-71
2645,2760,2830,2028,2765,2765,-70
2646,2760,2833,2028,2765,2765,-73
2647,2760,2831,2028,2765,2765,-71
2648,2760,2826,3502,2765,2765,-66
2649,2760,2825,2028,2765,2765,-65
2650,2760,2826,2028,2765,2765,-66
2651,2760,2826,2028,2765,2765,-66
2652,2760,2824,2028,2765,2765,-64
2653,2760,2822,2028,2765,2765,-62
2654,2760,2820,2765,2765,2765,-60
2655,2760,2817,3502,2765,2765,-57
2656,2760,2816,2028,2765,2765,-56
2657,2760,2818,2028,2765,2765,-58
2658,2760,2815,3502,2765,2765,-55
2659,2760,2810,3502,2765,2765,-50
2660,2760,2811,2028,2765,2765,-51
2661,2760,2811,2028,2765,2765,-51
2662,2760,2804,3502,2765,2765,-44
2663,2760,2800,3502,2765,2765,-40
2664,2760,2805,2028,2765,2765,-45
2665,2760,2805,2028,2765,2765,-45
2666,2760,2799,3502,2765,2765,-39
2667,2760,2804,2028,2765,2765,-44
2668,2760,2806,2028,2765,2765,-46
2669,2760,2804,3502,2765,2765,-44
2670,2760,2799,3502,2765,2765,-39
2671,2760,2799,2028,2765,2765,-39
2672,2760,2799,2028,2765,2765,-39
2673,2760,2794,3502,2765,2765,-34
2674,2760,2790,3502,2765,2765,-30
2675,2760,2793,2028,2765,2765,-33
2676,2760,2790,3502,2765,2765,-30
2677,2760,2781,3502,2765,2765,-21
2678,2760,2780,3502,2765,2765,-20
2679,2760,2782,2028,2765,2765,-22
2680,2760,2780,3502,2765,2765,-20
2681,2760,2780,2028,2765,2765,-20
2682,2760,2779,3502,2765,2765,-19
2683,2760,2773,3502,2765,2765,-13
2684,2760,2770,3502,2765,2765,-10
2685,2760,2770,2028,2765,2765,-10
2686,2760,2766,3502,2765,2765,-6
2687,2760,2765,3502,2765,2765,-5
2688,2760,2758,3502,2765,2765,2
2689,2760,2754,3502,2765,2765,6
2690,2760,2755,2028,2765,2765,5
2691,2760,2757,2028,2765,2765,3
2692,2760,2757,3502,2765,2765,3
2693,2760,2759,2028,2765,2765,1
2694,2760,2754,3502,2765,2765,6
2695,2760,2752,3502,2765,2765,8
2696,2760,2752,3502,2765,2765,8
2697,2760,2754,2028,2765,2765,6
2698,2760,2757,2028,2765,2765,3
2699,2760,2758,2028,2765,2765,2
2700,2760,2760,2028,2765,2765,0
2701,2760,2760,2765,2765,2765,0
2702,2760,2760,2765,2765,2765,0
2703,2760,2762,2028,2765,2765,-2
2704,2760,2766,2028,2765,2765,-6
2705,2760,2766,2028,2765,2765,-6
2706,2760,2765,3502,2765,2765,-5
2707,2760,2769,2028,2765,2765,-9
2708,2760,2770,2028,2765,2765,-10
2709,2760,2770,2028,2765,2765,-10
2710,2760,2772,2028,2765,2765,-12
2711,2760,2772,2028,2765,2765,-12
2712,2760,2772,2028,2765,2765,-12
2713,2760,2773,2028,2765,2765,-13
2714,2760,2774,2028,2765,2765,-14
2715,2760,2775,2028,2765,2765,-15
2716,2760,2774,3502,2765,2765,-14
2717,2760,2778,2028,2765,2765,-18
2718,2760,2773,3502,2765,2765,-13
2719,2760,2771,3502,2765,2765,-11
2720,2760,2772,2028,2765,2765,-12
2721,2760,2775,2028,2765,2765,-15
2722,2760,2775,2028,2765,2765,-15
2723,2760,2780,2028,2765,2765,-20
2724,2760,2779,3502,2765,2765,-19
2725,2760,2779,2028,2765,2765,-19
2726,2760,2773,3502,2765,2765,-13
2727,2760,2773,2028,2765,2765,-13
2728,2760,2776,2028,2765,2765,-16
2729,2760,2776,2028,2765,2765,-16
2730,2760,2779,2028,2765,2765,-19
2731,2760,2779,2028,2765,2765,-19
2732,2760,2779,2028,2765,2765,-19
2733,2760,2779,2028,2765,2765,-19
2734,2760,2779,2028,2765,2765,-19
2735,2760,2779,2028,2765,2765,-19
2736,2760,2779,2028,2765,2765,-19
2737,2760,2779,2028,2765,2765,-19
2738,2760,2779,2028,2765,2765,-19
2739,2760,2779,2028,2765,2765,-19
2740,2760,2779,2028,2765,2765,-19
2741,2760,2779,2028,2765,2765,-19
2742,2760,2779,2028,2765,2765,-19
2743,2760,2779,2028,2765,2765,-19
2744,2760,2779,2028,2765,2765,-19
2745,2760,2779,2028,2765,2765,-19
2746,2760,2778,3502,2765,2765,-18
2747,2760,2779,2028,2765,2765,-19
2748,2760,2779,2028,2765,2765,-19
2749,2760,2779,2028,2765,2765,-19
2750,2760,2778,3502,2765,2765,-18
2751,2760,2778,2028,2765,2765,-18
2752,2760,2778,2028,2765,2765,-18
2753,2760,2779,2028,2765,2765,-19
2754,2760,2779,2028,2765,2765,-19
2755,2760,2780,2028,2765,2765,-20
2756,2760,2779,3502,2765,2765,-19
2757,2760,2779,2028,2765,2765,-19
2758,2760,2779,2028,2765,2765,-19
2759,2760,2779,2028,2765,2765,-19
2760,2760,2779,2028,2765,2765,-19
2761,2760,2778,3502,2765,2765,-18
2762,2760,2778,2028,2765,2765,-18
2763,2760,2778,2028,2765,2765,-18
2764,2760,2779,2028,2765,2765,-19
2765,2760,2779,2028,2765,2765,-19
2766,2760,2777,3502,2765,2765,-17
2767,2760,2776,3502,2765,2765,-16
2768,2760,2778,2028,2765,2765,-18
2769,2760,2779,2028,2765,2765,-19
2770,2760,2779,2028,2765,2765,-19
2771,2760,2777,3502,2765,2765,-17
2772,2760,2777,2028,2765,2765,-17
2773,2760,2776,3502,2765,2765,-16
2774,2760,2778,2028,2765,2765,-18
2775,2760,2776,3502,2765,2765,-16
2776,2760,2776,2028,2765,2765,-16
2777,2760,2779,2028,2765,2765,-19
2778,2760,2779,2028,2765,2765,-19
2779,2760,2776,3502,2765,2765,-16
2780,2760,2776,2028,2765,2765,-16
2781,2760,2778,2028,2765,2765,-18
2782,2760,2777,3502,2765,2765,-17
2783,2760,2777,2028,2765,2765,-17
2784,2760,2778,2028,2765,2765,-18
2785,2760,2779,2028,2765,2765,-19
2786,2760,2777,3502,2765,2765,-17
2787,2760,2778,2028,2765,2765,-18
2788,2760,2779,2028,2765,2765,-19
2789,2760,2778,3502,2765,2765,-18
2790,2760,2778,2028,2765,2765,-18
2791,2760,2779,2028,2765,2765,-19
2792,2760,2778,3502,2765,2765,-18
2793,2760,2778,2028,2765,2765,-18
2794,2760,2778,2028,2765,2765,-18
2795,2760,2776,3502,2765,2765,-16
2796,2760,2775,3502,2765,2765,-15
2797,2760,2778,2028,2765,2765,-18
2798,2760,2779,2028,2765,2765,-19
2799,2760,2777,3502,2765,2765,-17
2800,2760,2776,3502,2765,2765,-16
2801,2760,2778,2028,2765,2765,-18
2802,2760,2776,3502,2765,2765,-16
2803,2760,2776,2028,2765,2765,-16
2804,2760,2774,3502,2765,2765,-14
2805,2760,2774,2028,2765,2765,-14
2806,2760,2777,2028,2765,2765,-17
2807,2760,2776,3502,2765,2765,-16
2808,2760,2773,3502,2765,2765,-13
2809,2760,2775,2028,2765,2765,-15
2810,2760,2778,2028,2765,2765,-18
2811,2760,2776,3502,2765,2765,-16
2812,2760,2776,2028,2765,2765,-16
2813,2760,2776,2028,2765,2765,-16
2814,2760,2776,2028,2765,2765,-16
2815,2760,2773,3502,2765,2765,-13
2816,2760,2774,2028,2765,2765,-14
2817,2760,2778,2028,2765,2765,-18
2818,2760,2776,3502,2765,2765,-16
2819,2760,2774,3502,2765,2765,-14
2820,2760,2775,2028,2765,2765,-15
2821,2760,2776,2028,2765,2765,-16
2822,2760,2774,3502,2765,2765,-14
2823,2760,2774,2028,2765,2765,-14
2824,2760,2774,2028,2765,2765,-14
2825,2760,2773,3502,2765,2765,-13
2826,2760,2768,3502,2765,2765,-8
2827,2760,2770,2028,2765,2765,-10
2828,2760,2773,2028,2765,2765,-13
2829,2760,2772,3502,2765,2765,-12
2830,2760,2770,3502,2765,2765,-10
2831,2760,2771,2028,2765,2765,-11
2832,2760,2772,2028,2765,2765,-12
2833,2760,2772,2028,2765,2765,-12
2834,2760,2771,3502,2765,2765,-11
2835,2760,2770,3502,2765,2765,-10
2836,2760,2771,2028,2765,2765,-11
2837,2760,2773,2028,2765,2765,-13
2838,2760,2771,3502,2765,2765,-11
2839,2760,2771,2028,2765,2765,-11
2840,2760,2775,2028,2765,2765,-15
2841,2760,2776,2028,2765,2765,-16
2842,2760,2772,3502,2765,2765,-12
2843,2760,2772,2028,2765,2765,-12
2844,2760,2774,2028,2765,2765,-14
2845,2760,2773,3502,2765,2765,-13
2846,2760,2769,3502,2765,2765,-9
2847,2760,2772,2028,2765,2765,-12
2848,2760,2776,2028,2765,2765,-16
2849,2760,2774,3502,2765,2765,-14
2850,2760,2771,3502,2765,2765,-11
2851,2760,2773,2028,2765,2765,-13
2852,2760,2774,2028,2765,2765,-14
2853,2760,2774,2028,2765,2765,-14
2854,2760,2771,3502,2765,2765,-11
2855,2760,2769,3502,2765,2765,-9
2856,2760,2770,2028,2765,2765,-10
2857,2760,2773,2028,2765,2765,-13
2858,2760,2771,3502,2765,2765,-11
2859,2760,2770,3502,2765,2765,-10
2860,2760,2772,2028,2765,2765,-12
2861,2760,2773,2028,2765,2765,-13
2862,2760,2769,3502,2765,2765,-9
2863,2760,2769,2028,2765,2765,-9
2864,2760,2770,2028,2765,2765,-10
2865,2760,2771,2028,2765,2765,-11
2866,2760,2767,3502,2765,2765,-7
2867,2760,2767,2028,2765,2765,-7
2868,2760,2770,2028,2765,2765,-10
2869,2760,2769,3502,2765,2765,-9
2870,2760,2766,3502,2765,2765,-6
2871,2760,2769,2028,2765,2765,-9
2872,2760,2772,2028,2765,2765,-12
2873,2760,2769,3502,2765,2765,-9
2874,2760,2769,2028,2765,2765,-9
2875,2760,2770,2028,2765,2765,-10
