880,14,3356,248,3484,2730
890,51,3356,248,3484,2730
900,51,3357,248,3484,2730
910,51,3351,248,3484,2730
920,51,3354,248,3484,2730
930,51,3353,248,3484,2730
940,51,3356,248,3484,2730
950,51,3352,248,3484,2730
960,51,3364,248,3484,2730
970,51,3356,248,3484,2730
980,51,3360,248,3484,2730
990,51,3355,248,3484,2730
1000,51,3353,248,3484,2730
1010,51,3352,248,3484,2730
1020,51,3356,248,3484,2730
1030,-1,3360,248,3484,3156
1040,51,3354,248,3484,3156
1050,51,3355,248,3484,3156
1060,51,3360,248,3484,3156
1070,51,3355,248,3484,3156
1080,51,3351,248,3484,3156
1090,51,3359,248,3484,3156
1100,51,3355,248,3484,3156
1110,51,3362,248,3484,3156
1120,51,3353,248,3484,3156
1130,51,3352,248,3484,3156
1140,51,3356,248,3484,3156
1150,51,3354,248,3484,3156
1160,9,3360,248,3484,3156
1170,7,3353,248,3484,3156
1180,-1,3355,248,2046,2481
1190,7,3352,248,2046,2481
1200,6,3353,248,2046,2481
1210,6,3344,248,2046,2481
1220,6,3357,248,2046,2481
1230,5,3351,248,2046,2481
1240,5,3350,248,2046,2481
1250,7,3352,248,2046,2481
1260,8,3353,248,2046,2481
1270,7,3356,248,2046,2481
1280,7,3346,248,2046,2481
1290,5,3356,248,2046,2481
1300,11,3351,248,2046,2481
1310,51,3353,248,2046,2481
1320,51,3349,248,2046,2481
1330,-1,3355,248,2046,2485
1340,51,3348,248,2046,2485
1350,51,3357,248,2046,2485
1360,51,3354,248,2046,2485
1370,51,3346,248,2046,2485
1380,51,3354,248,2046,2485
1390,51,3350,248,2046,2485
1400,51,3356,248,2046,2485
1410,51,3354,248,2046,2485
1420,51,3356,248,2046,2485
1430,51,3355,248,2046,2485
1440,51,3358,248,2046,2485
1450,51,3352,248,2046,2485
1460,51,3356,248,2046,2485
1470,51,3354,248,2046,2485
1480,10,3351,248,2046,2484
1490,9,3357,248,2046,2484
1500,7,3354,248,2046,2484
1510,9,3356,248,2046,2484
1520,7,3352,248,2046,2484
1530,9,3357,248,2046,2484
1540,11,3354,248,2046,2484
1550,7,3352,248,2046,2484
1560,7,3353,248,2046,2484
1570,6,3353,248,2046,2484
1580,6,3351,248,2046,2484
1590,7,3350,248,2046,2484
1600,7,3358,248,2046,2484
1610,7,3350,248,2046,2484
1620,5,3363,248,2046,2484
1630,5,3354,248,3484,3159
1640,5,3354,248,3484,3159
1650,5,3353,248,3484,3159
1660,4,3364,248,3484,3159
1670,51,3354,248,3484,3159
1680,51,3360,248,3484,3159
1690,51,3359,248,3484,3159
1700,51,3356,248,3484,3159
1710,51,3363,248,3484,3159
1720,51,3355,248,3484,3159
1730,51,3355,248,3484,3159
1740,51,3354,248,3484,3159
1750,51,3363,248,3484,3159
1760,51,3357,248,3484,3159
1770,51,3358,248,3484,3159
1780,-1,3360,248,3484,3157
1790,51,3354,248,3484,3157
1800,51,3364,248,3484,3157
1810,51,3359,248,3484,3157
1820,51,3364,248,3484,3157
1830,51,3359,248,3484,3157
1840,51,3361,248,3484,3157
1850,51,3354,248,3484,3157
1860,51,3360,248,3484,3157
1870,51,3357,248,3484,3157
1880,51,3361,248,3484,3157
1890,11,3361,248,3484,3157
1900,6,3357,248,3484,3157
1910,6,3357,248,3484,3157
1920,7,3362,248,3484,3157
1930,5,3358,248,2046,2484
1940,5,3353,248,2046,2484
1950,4,3359,248,2046,2484
1960,9,3361,248,2046,2484
1970,51,3358,248,2046,2484
1980,51,3357,248,2046,2484
1990,51,3353,248,2046,2484
2000,51,3352,248,2046,2484
2010,51,3357,248,2046,2484
2020,51,3359,248,2046,2484
2030,51,3357,248,2046,2484
2040,51,3365,248,2046,2484
2050,51,3358,248,2046,2484
2060,51,3366,248,2046,2484
2070,51,3356,248,2046,2484
2080,-1,3359,248,2046,2483
2090,51,3364,248,2046,2483
2100,51,3362,248,2046,2483
2110,51,3362,248,2046,2483
2120,51,3354,248,2046,2483
2130,51,3358,248,2046,2483
2140,51,3355,248,2046,2483
2150,51,3353,248,2046,2483
2160,51,3353,248,2046,2483
2170,51,3356,248,2046,2483
2180,51,3354,248,2046,2483
2190,51,3359,248,2046,2483
2200,51,3356,248,2046,2483
