2210,51,3357,248,2046,2483
2220,51,3354,248,2046,2483
2230,-1,3354,248,2046,2486
2240,51,3360,248,2046,2486
2250,51,3351,248,2046,2486
2260,51,3356,248,2046,2486
2270,51,3356,248,2046,2486
2280,51,3352,248,2046,2486
2290,51,3356,248,2046,2486
2300,51,3355,248,2046,2486
2310,51,3349,248,2046,2486
2320,51,3359,248,2046,2486
2330,51,3359,248,2046,2486
2340,51,3361,248,2046,2486
2350,51,3352,248,2046,2486
2360,51,3364,248,2046,2486
2370,51,3354,248,2046,2486
2380,-1,3361,248,2046,2484
2390,51,3351,248,2046,2484
2400,51,3361,248,2046,2484
2410,51,3359,248,2046,2484
2420,51,3357,248,2046,2484
2430,51,3354,248,2046,2484
2440,51,3360,248,2046,2484
2450,51,3357,248,2046,2484
2460,51,3353,248,2046,2484
2470,51,3357,248,2046,2484
2480,51,3354,248,2046,2484
2490,51,3356,248,2046,2484
2500,51,3351,248,2046,2484
2510,51,3365,248,2046,2484
2520,51,3352,248,2046,2484
2530,-1,3353,248,2046,2484
2540,51,3358,248,2046,2484
2550,51,3360,248,2046,2484
2560,51,3356,248,2046,2484
2570,51,3353,248,2046,2484
2580,51,3358,248,2046,2484
2590,51,3359,248,2046,2484
2600,51,3359,248,2046,2484
2610,51,3355,248,2046,2484
2620,51,3360,248,2046,2484
2630,51,3358,248,2046,2484
2640,51,3360,248,2046,2484
2650,51,3353,248,2046,2484
2660,51,3359,248,2046,2484
2670,51,3357,248,2046,2484
2680,-1,3353,248,2046,2483
2690,51,3361,248,2046,2483
2700,51,3358,248,2046,2483
2710,51,3352,248,2046,2483
2720,51,3352,248,2046,2483
2730,51,3362,248,2046,2483
2740,51,3351,248,2046,2483
2750,51,3355,248,2046,2483
2760,51,3353,248,2046,2483
2770,51,3359,248,2046,2483
2780,51,3352,248,2046,2483
2790,51,3358,248,2046,2483
2800,51,3357,248,2046,2483
2810,51,3357,248,2046,2483
2820,51,3358,248,2046,2483
2830,-1,3350,248,2046,2484
2840,51,3361,248,2046,2484
2850,51,3355,248,2046,2484
2860,51,3362,248,2046,2484
2870,51,3347,248,2046,2484
2880,51,3360,248,2046,2484
2890,51,3354,248,2046,2484
2900,51,3361,248,2046,2484
2910,51,3352,248,2046,2484
2920,51,3357,248,2046,2484
2930,51,3361,248,2046,2484
2940,51,3350,248,2046,2484
2950,51,3356,248,2046,2484
2960,51,3351,248,2046,2484
2970,51,3353,248,2046,2484
2980,-1,3351,248,2046,2486
2990,51,3359,248,2046,2486
3000,51,3354,248,2046,2486
3010,51,3356,248,2046,2486
3020,51,3349,248,2046,2486
3030,51,3356,248,2046,2486
3040,51,3354,248,2046,2486
3050,51,3359,248,2046,2486
3060,51,3355,248,2046,2486
3070,51,3354,248,2046,2486
3080,51,3359,248,2046,2486
3090,51,3350,248,2046,2486
3100,51,3357,248,2046,2486
3110,51,3350,248,2046,2486
3120,51,3362,248,2046,2486
 Embedded Control Flight Recorder
TARGET HEADING: 900.
Steering servo gain: 50.
 Embedded Control Flight Recorder
 Embedded Control Flight Recorder
TARGET HEADING: 900.
Steering servo gain: 500.
Drive motor gain: 740.
3484,2046,3201,2259.
6080,0,408,248,3484,2730
6090,72,414,248,3484,2730
6100,62,439,248,3484,2730
6110,66,551,248,3484,2730
6120,75,661,248,3484,2730
6130,127,729,248,3484,2730
6140,125,766,248,3484,2730
6150,87,827,248,3484,2730
6160,108,1174,248,3484,2730
6170,60,1758,248,3484,2730
6180,77,1930,248,3484,2730
6190,72,2006,248,3484,2730
6200,78,2064,248,3484,2730
6210,58,2101,248,3484,2730
6220,77,2114,248,3484,2730
6230,61,2112,248,3484,2276
6240,80,2056,248,3484,2276
6250,73,1922,248,3484,2276
6260,80,1809,248,3484,2276
6270,62,1674,248,3484,2276
6280,71,1370,248,3484,2276
6290,61,1202,248,3484,2276
6300,54,1111,248,3484,2276
6310,46,1036,248,3484,2276
6320,39,963,248,3484,2276
6330,30,871,248,3484,2276
6340,24,868,248,3484,2276
6350,24,869,248,3484,2276
6360,24,869,248,3484,2276
6370,24,869,248,3484,2276
6380,24,870,248,3484,2742
6390,24,869,248,3484,2742
6400,23,870,248,3484,2742
6410,23,867,248,3484,2742
6420,23,868,248,3484,2742
6430,22,869,248,3484,2742
6440,24,868,248,3484,2742
6450,20,867,248,3484,2742
6460,22,869,248,3484,2742
6470,20,869,248,3484,2742
6480,22,870,248,3484,2742
6490,21,867,248,3484,2742
6500,21,868,248,3484,2742
6510,22,868,248,3484,2742
6520,22,869,248,3484,2742
6530,22,867,248,3484,2741
6540,22,868,248,3484,2741
6550,22,868,248,3484,2741
6560,9,869,248,3484,2741
6570,9,867,248,3484,2741
6580,22,870,248,3484,2741
6590,22,870,248,3484,2741
6600,22,869,248,3484,2741
6610,26,869,248,3484,2741
6620,26,869,248,3484,2741
6630,26,868,248,3484,2741
6640,25,869,248,3484,2741
6650,23,867,248,3484,2741
6660,23,869,248,3484,2741
6670,25,867,248,3484,2741
6680,23,869,248,3484,2742
6690,26,869,248,3484,2742
6700,23,868,248,3484,2742
6710,23,868,248,3484,2742
6720,23,868,248,3484,2742
6730,23,867,248,3484,2742
6740,23,869,248,3484,2742
6750,23,869,248,3484,2742
6760,23,869,248,3484,2742
6770,25,869,248,3484,2742
6780,23,869,248,3484,2742
6790,23,868,248,3484,2742
6800,23,870,248,3484,2742
6810,23,868,248,3484,2742
6820,23,868,248,3484,2742
6830,22,868,248,3484,2741
6840,22,869,248,3484,2741
6850,22,869,248,3484,2741
6860,22,869,248,3484,2741
6870,22,869,248,3484,2741
6880,22,868,248,3484,2741
6890,22,868,248,3484,2741
6900,22,891,248,3484,2741
6910,24,950,248,3484,2741
6920,29,1012,248,3484,2741
6930,33,1229,248,3484,2741
6940,38,1474,248,3484,2741
6950,91,1576,248,3484,2741
6960,72,1624,248,3484,2741
6970,95,1596,248,3484,2741
6980,74,1600,248,3484,2475
6990,327,1564,248,3484,2475
7000,60,1560,248,3484,2475
7010,567,1582,248,3484,2475
7020,69,1548,248,3484,2475
7030,91,1585,248,3484,2475
7040,71,1581,248,3484,2475
7050,171,1503,248,3484,2475
7060,54,1566,248,3484,2475
7070,49,1691,248,3484,2475
7080,51,1793,248,3484,2475
7090,47,1955,248,3484,2475
7100,20,2058,248,3484,2475
7110,20,2079,248,3484,2475
7120,16,2066,248,3484,2475
7130,24,2027,248,3484,2301
7140,25,2020,248,3484,2301
7150,22,2016,248,3484,2301
7160,22,2004,248,3484,2301
7170,23,2003,248,3484,2301
7180,22,2003,248,3484,2301
7190,21,1998,248,3484,2301
7200,26,1976,248,3484,2301
7210,29,1972,248,3484,2301
7220,25,1972,248,3484,2301
7230,11,1975,248,3484,2301
7240,4,1984,248,3484,2301
7250,4,1983,248,3484,2301
7260,3,1977,248,3484,2301
7270,5,1981,248,3484,2301
7280,7,1983,248,2046,2998
7290,7,1996,248,2046,2998
7300,6,2014,248,2046,2998
7310,10,2006,248,2046,2998
7320,24,2005,248,2046,2998
7330,36,1994,248,2046,2998
7340,40,1993,248,2046,2998
7350,35,1993,248,2046,2998
7360,36,1987,248,2046,2998
7370,37,1985,248,2046,2998
7380,38,1981,248,2046,2998
7390,42,1987,248,2046,2998
7400,42,1990,248,2046,2998
7410,44,1990,248,2046,2998
7420,46,1991,248,2046,2998
7430,47,1988,248,2046,2996
7440,48,1982,248,2046,2996
7450,46,1980,248,2046,2996
7460,46,1978,248,2046,2996
7470,45,1981,248,2046,2996
7480,46,1983,248,2046,2996
7490,38,1976,248,2046,2996
7500,42,1984,248,2046,2996
7510,45,1981,248,2046,2996
7520,40,1958,248,2046,2996
7530,28,1942,248,2046,2996
7540,33,1912,248,2046,2996
7550,43,1899,248,2046,2996
7560,106,1882,248,2046,2996
7570,67,1972,248,2046,2996
7580,58,2041,248,2046,2995
7590,66,2109,248,2046,2995
7600,118,2169,248,2046,2995
7610,69,2291,248,2046,2995
7620,64,2270,248,2046,2995
7630,72,2223,248,2046,2995
7640,63,2169,248,2046,2995
7650,72,2121,248,2046,2995
7660,63,2070,248,2046,2995
7670,72,1998,248,2046,2995
7680,68,1946,248,2046,2995
7690,62,1896,248,2046,2995
7700,62,1824,248,2046,2995
7710,68,1489,248,2046,2995
7720,85,892,248,2046,2995
7730,67,652,248,2046,2259
7740,81,597,248,2046,2259
7750,71,713,248,2046,2259
7760,65,827,248,2046,2259
7770,56,877,248,2046,2259
7780,53,929,248,2046,2259
7790,56,977,248,2046,2259
7800,61,973,248,2046,2259
7810,54,952,248,2046,2259
7820,59,955,248,2046,2259
7830,57,938,248,2046,2259
7840,64,948,248,2046,2259
7850,63,968,248,2046,2259
7860,60,1019,248,2046,2259
7870,56,1072,248,2046,2259
7880,64,1149,248,2046,3201
7890,64,1232,248,2046,3201
7900,65,1237,248,2046,3201
7910,66,1195,248,2046,3201
7920,56,1131,248,2046,3201
7930,51,1101,248,2046,3201
7940,48,1078,248,2046,3201
7950,45,1046,248,2046,3201
7960,45,999,248,2046,3201
7970,46,896,248,2046,3201
7980,48,821,248,2046,3201
7990,51,746,248,2046,3201
8000,60,706,248,2046,3201
8010,57,699,248,2046,3201
8020,63,703,248,2046,3201
8030,65,691,248,2046,2259
8040,75,685,248,2046,2259
8050,82,722,248,2046,2259
8060,63,774,248,2046,2259
8070,64,891,248,2046,2259
8080,60,978,248,2046,2259
8090,70,1124,248,2046,2259
8100,71,1402,248,2046,2259
8110,67,1818,248,2046,2259
8120,70,2159,248,2046,2259
8130,70,2296,248,2046,2259
8140,57,2371,248,2046,2259
8150,53,2399,248,2046,2259
8160,60,2407,248,2046,2259
8170,5,2407,248,2046,2259
8180,7,2409,248,3484,2259
8190,7,2411,248,3484,2259
8200,10,2412,248,3484,2259
8210,10,2394,248,3484,2259
8220,57,2358,248,3484,2259
8230,65,2350,248,3484,2259
8240,66,2351,248,3484,2259
8250,56,2353,248,3484,2259
8260,65,2357,248,3484,2259
8270,56,2352,248,3484,2259
8280,65,2359,248,3484,2259
8290,59,2246,248,3484,2259
8300,63,1978,248,3484,2259
8310,53,1844,248,3484,2259
8320,56,1146,248,3484,2259
8330,44,961,248,3484,2679
8340,65,888,248,3484,2679
8350,49,864,248,3484,2679
8360,57,853,248,3484,2679
8370,45,840,248,3484,2679
8380,59,830,248,3484,2679
8390,70,815,248,3484,2679
8400,73,788,248,3484,2679
8410,39,760,248,3484,2679
8420,41,705,248,3484,2679
8430,36,678,248,3484,2679
8440,42,651,248,3484,2679
8450,44,626,248,3484,2679
8460,33,600,248,3484,2679
8470,18,540,248,3484,2679
8480,11,495,248,2046,2259
8490,12,456,248,2046,2259
8500,15,469,248,2046,2259
8510,13,462,248,2046,2259
8520,66,468,248,2046,2259
8530,55,478,248,2046,2259
8540,65,479,248,2046,2259
8550,58,500,248,2046,2259
8560,55,533,248,2046,2259
8570,56,610,248,2046,2259
8580,56,665,248,2046,2259
8590,56,723,248,2046,2259
8600,51,800,248,2046,2259
8610,49,866,248,2046,2259
8620,50,978,248,2046,2259
8630,52,1060,248,2046,3201
8640,52,1113,248,2046,3201
8650,53,1080,248,2046,3201
8660,56,1005,248,2046,3201
8670,48,875,248,2046,3201
8680,36,791,248,2046,3201
8690,39,717,248,2046,3201
8700,43,678,248,2046,3201
8710,43,678,248,2046,3201
8720,38,753,248,2046,3201
8730,42,831,248,2046,3201
8740,47,933,248,2046,3201
8750,47,967,248,2046,3201
8760,40,962,248,2046,3201
8770,47,906,248,2046,3201
8780,47,862,248,2046,2259
8790,44,834,248,2046,2259
8800,44,854,248,2046,2259
8810,22,874,248,2046,2259
8820,14,920,248,2046,2259
8830,14,978,248,2046,2259
8840,57,1063,248,2046,2259
8850,12,1206,248,2046,2259
8860,18,1464,248,2046,2259
8870,45,1816,248,2046,2259
8880,56,1955,248,2046,2259
8890,52,2073,248,2046,2259
8900,57,2153,248,2046,2259
8910,58,2184,248,2046,2259
8920,56,2175,248,2046,2259
8930,57,2171,248,2046,2927
8940,58,2150,248,2046,2927
8950,57,2106,248,2046,2927
8960,59,2066,248,2046,2927
8970,41,2040,248,2046,2927
8980,56,1955,248,2046,2927
8990,63,1844,248,2046,2927
9000,38,1796,248,2046,2927
9010,23,1752,248,2046,2927
9020,55,1889,248,2046,2927
9030,71,2065,248,2046,2927
9040,86,2133,248,2046,2927
9050,74,2108,248,2046,2927
9060,142,2060,248,2046,2927
9070,78,2044,248,2046,2927
9080,65,2035,248,2046,2978
9090,60,2120,248,2046,2978
9100,80,2160,248,2046,2978
9110,79,2272,248,2046,2978
9120,97,2400,248,2046,2978
9130,65,2381,248,2046,2978
9140,89,2249,248,2046,2978
9150,68,2214,248,2046,2978
9160,119,2300,248,2046,2978
9170,71,2446,248,2046,2978
9180,93,2526,248,2046,2978
9190,71,2567,248,2046,2978
9200,80,2524,248,2046,2978
9210,70,2514,248,2046,2978
9220,66,2540,248,2046,2978
9230,64,2606,248,2046,2778
9240,76,2673,248,2046,2778
9250,82,2602,248,2046,2778
9260,63,2504,248,2046,2778
9270,76,2381,248,2046,2778
9280,57,2257,248,2046,2778
9290,57,2277,248,2046,2778
9300,53,2199,248,2046,2778
9310,43,2177,248,2046,2778
9320,44,2097,248,2046,2778
9330,45,2026,248,2046,2778
9340,46,2021,248,2046,2778
9350,46,2024,248,2046,2778
9360,46,2022,248,2046,2778
9370,46,2019,248,2046,2778
9380,46,2020,248,2046,2985
9390,46,2015,248,2046,2985
9400,46,2020,248,2046,2985
9410,46,2021,248,2046,2985
9420,46,2021,248,2046,2985
9430,46,2018,248,2046,2985
9440,46,2021,248,2046,2985
9450,46,2022,248,2046,2985
9460,46,2020,248,2046,2985
9470,46,2020,248,2046,2985
9480,46,2020,248,2046,2985
9490,46,2018,248,2046,2985
9500,45,2017,248,2046,2985
9510,46,2020,248,2046,2985
9520,46,2018,248,2046,2985
9530,46,2016,248,2046,2985
9540,46,2023,248,2046,2985
9550,46,2027,248,2046,2985
9560,46,2024,248,2046,2985
9570,45,2028,248,2046,2985
9580,45,2037,248,2046,2985
9590,45,2076,248,2046,2985
9600,45,2120,248,2046,2985
9610,45,2057,248,2046,2985
9620,45,2047,248,2046,2985

