TIME,DRIVE_MOTOR_PW,STEERING_SERVO_PW,GX,GY
1077,2765,2845,0,0
1078,2765,2845,0,0
1079,2765,2845,0,0
1080,2765,2845,0,0
1081,3505,2845,0,-44
1082,3505,2845,0,-44
1083,3505,2845,0,-44
1085,3505,2845,0,-44
1086,3505,2845,0,-44
1087,3505,2845,0,-44
1088,3505,2845,0,-44
1089,3505,2845,0,-44
1090,3505,2845,0,-44
1091,3505,3340,20,0
1092,3505,3340,20,0
1093,3505,3333,20,0
1094,3505,3340,20,0
1095,3505,3340,20,0
1096,3505,3340,20,0
1097,3505,3340,20,0
1098,3505,3340,20,0
1099,3505,3340,20,0
1100,3505,3340,20,0
1101,3505,2305,-28,-28
1102,3505,2305,-28,-28
1103,3505,2305,-28,-28
1104,3505,2305,-28,-28
1105,3505,2305,-28,-28
1106,3505,2305,-28,-28
1107,3505,2305,-28,-28
1108,3505,2305,-28,-28
1109,3505,2305,-28,-28
1110,3505,2305,-28,-28
1111,2765,2845,0,0
1112,2765,2845,0,0
1113,2765,2845,0,0
1114,2765,2845,0,0
1115,2765,2845,0,0
1116,2765,2845,0,0
1117,2765,2845,0,0
1118,2765,2845,0,0
1119,2765,2845,0,0
1120,2765,2845,0,0
1121,2765,2845,0,0
1122,2765,2845,0,0
1123,2765,2845,0,0
1124,2765,2845,0,0
1125,2765,2845,0,0
1126,2765,2845,0,0
1127,2765,2845,0,0
1128,2765,2845,0,0
1129,2765,2845,0,0
1130,2765,2845,0,0
1131,2765,2845,0,0
1132,2765,2845,0,0
1133,2765,2845,0,0
1134,2765,2845,0,0
1135,2765,2845,0,0
1136,2765,2845,0,0
1137,2765,2845,0,0
1138,2765,2845,0,0
1139,2765,2845,0,0
1140,2765,2845,0,0
1141,2765,2845,0,0
1142,2765,2845,0,0
1143,2765,2845,0,0
1144,2765,2845,0,0
1145,2765,2845,0,0
1146,2765,2845,0,0
1147,2765,2845,0,0
1148,2765,2845,0,0
1149,2765,2845,0,0
1150,2765,2845,0,0
1151,2765,2845,0,0
1152,2765,2845,0,0
1153,2765,2845,0,0
1154,2765,2845,0,0
1155,2765,2845,0,0
1156,2765,2845,0,0
1157,2765,2845,0,0
1158,2765,2845,0,0
1159,2765,2845,0,0
1160,2765,2845,0,0
1161,2765,2845,0,0
1162,2765,2845,0,0
1163,2765,2845,0,0
1164,2765,2845,0,0
1165,2765,2845,0,0
1166,2765,2845,0,0
1167,2765,2845,0,0
1168,2765,2845,0,0
1169,2765,2845,0,0
1170,2765,2845,0,0
1171,2765,2845,0,0
1172,2765,2845,0,0
1173,2765,2845,0,0
1174,2765,2845,0,0
1175,2765,2845,0,0
1176,2765,2845,0,0
1177,2765,2845,0,0
1178,2765,2845,0,0
1179,2765,2845,0,0
1180,2765,2845,0,0
1181,2765,2845,0,0
1182,2765,2845,0,0
1183,2765,2845,0,0
1184,2765,2845,0,0
1185,2765,2845,0,0
1186,2765,2845,0,0
1187,2765,2845,0,0
1188,2765,2845,0,0
1189,2765,2845,0,0
1190,2765,2845,0,0
1191,2765,2845,0,0
1192,2765,2845,0,0
1193,2765,2845,0,0
1194,2765,2845,0,0
1195,2765,2845,0,0
1196,2765,2845,0,0
1197,2765,2845,0,0
1198,2765,2845,0,0
1199,2765,2845,0,0
1200,2765,2845,0,0
1201,2765,2845,0,0
1202,2765,2845,0,0
1203,2765,2845,0,0
1204,2765,2845,0,0
1205,2765,2845,0,0
1206,2765,2845,0,0
1207,2765,2845,0,0
1208,2765,2845,0,0
1209,2765,2845,0,0
1210,2765,2845,0,0
1211,2765,2845,0,0
1212,2765,2845,0,0
1213,2765,2845,0,0
1214,2765,2845,0,0
1215,2765,2845,0,0
1216,2765,2845,0,0
1217,2765,2845,0,0
1218,2765,2845,0,0
1219,2765,2845,0,0
1220,2765,2845,0,0
1221,2765,2845,0,0
1222,2765,2845,0,0
1223,2765,2845,0,0
1224,2765,2845,0,0
1225,2765,2845,0,0
1226,2765,2845,0,0
1227,2765,2845,0,0
1228,2765,2845,0,0
1229,2765,2845,0,0
1230,2765,2845,0,0
1231,2765,2845,0,0
1232,2765,2845,0,0
1233,2765,2845,0,0
1234,2765,2845,0,0
1235,2765,2845,0,0
1236,2765,2845,0,0
1237,2765,2845,0,0
1238,2765,2845,0,0
1239,2765,2845,0,0
1240,2765,2845,0,0
1241,2765,2845,0,0
1242,2765,2845,0,0
1243,2765,2845,0,0
1244,2765,2845,0,0
1245,2765,2845,0,0
1246,2765,2845,0,0
1247,2765,2845,0,0
1248,2765,2845,0,0
1249,2765,2845,0,0
1250,2765,2845,0,0
1251,2765,2845,0,0
1252,2765,2845,0,0
1253,2765,2845,0,0
1254,2765,2845,0,0
1255,2765,2845,0,0
1256,2765,2845,0,0
1257,2765,2845,0,0
1258,2765,2845,0,0
1259,2765,2845,0,0
1260,2765,2845,0,0
1262,3505,3340,24,-60
1263,3505,3340,24,-60
1264,3381,3340,24,-60
1265,3505,3340,24,-60
1266,3505,3340,24,-60
1267,3505,3340,24,-60
1268,3505,3340,24,-60
1269,3505,3340,24,-60
1272,2028,2845,0,56
1273,2028,2845,0,56
1274,2028,2845,0,56
1275,2028,2845,0,56
1276,2028,2845,0,56
1277,2028,2845,0,56
1278,2028,2845,0,56
1279,2028,2845,0,56
1280,2028,2845,0,56
1281,3505,3340,32,0
1283,3505,3340,32,0
1284,3505,3340,32,0
1285,3505,3340,32,0
1287,3505,3340,32,0
1288,3505,3340,32,0
1290,3505,3340,32,0
1291,2028,2845,0,56
1292,2028,2845,0,56
1293,2028,2845,0,56
1294,2028,2845,0,56
1295,2028,2845,0,56
1296,2028,2845,0,56
1297,2028,2845,0,56
1298,2028,2845,0,56
1299,2028,2845,0,56
1301,2765,2845,0,0
1302,2765,2845,0,0
1303,2765,2845,0,0
1304,2765,2845,0,0
1305,2765,2845,0,0
1306,2765,2845,0,0
1307,2765,2845,0,0
1308,2765,2845,0,0
1309,2765,2845,0,0
1310,2765,2845,0,0
1311,2765,2845,0,0
1312,2765,2845,0,0
1313,2765,2845,0,0
1314,2765,2845,0,0
1315,2765,2845,0,0
1316,2765,2845,0,0
1317,2765,2845,0,0
1318,2765,2845,0,0
1319,2765,2845,0,0
1320,2765,2845,0,0
1321,2765,2845,0,0
1322,2765,2845,0,0
1323,2765,2845,0,0
1324,2765,2845,0,0
1325,2765,2845,0,0
1326,2765,2845,0,0
1327,2765,2845,0,0
1328,2765,2845,0,0
1329,2765,2845,0,0
1330,2765,2845,0,0
1331,2765,2845,0,0
1332,2765,2845,0,0
1333,2765,2845,0,0
1334,2765,2845,0,0
1335,2765,2845,0,0
1336,2765,2845,0,0
1337,2765,2845,0,0
1338,2765,2845,0,0
1339,2765,2845,0,0
1340,2765,2845,0,0
1341,2765,2845,0,0
1342,2765,2845,0,0
1343,2765,2845,0,0
1344,2765,2845,0,0
1345,2765,2845,0,0
1346,2765,2845,0,0
1347,2765,2845,0,0
1348,2765,2845,0,0
1349,2765,2845,0,0
1350,2765,2845,0,0
1351,2028,2305,72,32
1355,2028,2317,72,32
1356,2028,2305,72,32
1357,2028,2305,72,32
1358,2028,2305,72,32
1359,2028,2305,72,32
1360,2028,2305,72,32
1361,2765,2845,0,0
1362,2765,2845,0,0
1363,2765,2845,0,0
1364,2765,2845,0,0
1365,2765,2845,0,0
1366,2765,2845,0,0
1367,2765,2845,0,0
1368,2765,2845,0,0
1369,2765,2845,0,0
1370,2765,2845,0,0
1372,2028,2305,24,-20
1373,2028,2305,24,-20
1374,2028,2305,24,-20
1375,2028,2305,24,-20
1376,2028,2305,24,-20
1377,2028,2305,24,-20
1378,2028,2305,24,-20
1379,2028,2305,24,-20
1380,2028,2305,24,-20
1381,2028,2845,0,-44
1382,2028,2845,0,-44
1383,2028,2845,0,-44
1384,2028,2845,0,-44
1385,2028,2845,0,-44
1386,2028,2845,0,-44
1387,2028,2845,0,-44
1388,2028,2845,0,-44
1389,2028,2845,0,-44
1390,2028,2845,0,-44
1391,2765,2845,0,24
1392,2765,2845,0,24
1393,2765,2845,0,24
1394,2765,2845,0,24
1396,2765,2845,0,24
1397,2765,2845,0,24
1398,2765,2845,0,24
1399,2765,2845,0,24
1400,2765,2845,0,24
1401,2028,2845,0,-20
1402,2028,2845,0,-20
1403,2028,2845,0,-20
1404,2028,2845,0,-20
1405,2028,2845,0,-20
1406,2028,2845,0,-20
1407,2028,2845,0,-20
1408,2028,2845,0,-20
1409,2028,2845,0,-20
1410,2028,2845,0,-20
1411,2765,2845,0,0
1412,2765,2845,0,0
1413,2765,2845,0,0
1414,2765,2845,0,0
1415,2765,2845,0,0
1416,2765,2845,0,0
1417,2765,2845,0,0
1418,2765,2845,0,0
1419,2765,2845,0,0
1420,2765,2845,0,0
1421,2028,2845,0,-20
1422,2028,2845,0,-20
1423,2028,2845,0,-20
1424,2028,2845,0,-20
1425,2028,2845,0,-20
1426,2028,2845,0,-20
1427,2028,2845,0,-20
1428,2028,2845,0,-20
1429,2028,2845,0,-20
1430,2028,2845,0,-20
1431,2765,2845,0,0
1432,2765,2845,0,0
1433,2765,2845,0,0
1434,2765,2845,0,0
1435,2765,2845,0,0
1436,2765,2845,0,0
1437,2765,2845,0,0
1438,2765,2845,0,0
1439,2765,2845,0,0
1440,2765,2845,0,0
1441,2265,2845,0,0
1442,2265,2845,0,0
1443,2265,2845,0,0
1444,2265,2845,0,0
1445,2265,2845,0,0
1446,2265,2845,0,0
1447,2265,2845,0,0
1448,2265,2845,0,0
1449,2265,2845,0,0
1450,2265,2845,0,0
1451,2265,2845,0,0
1452,2265,2845,0,0
1453,2265,2845,0,0
1454,2265,2845,0,0
1455,2265,2845,0,0
1456,2265,2845,0,0
