TIME,DRIVE_MOTOR_PW,STEERING_SERVO_PW,GX,GY
1360,2028,2900,0,48
1361,2028,2900,0,48
1362,2028,2900,0,48
1363,2028,2900,0,48
1364,2028,2900,0,48
1365,365,2900,0,48
1366,3505,2900,0,-32
1367,3505,2900,0,-32
1368,3505,2900,0,-32
1369,3505,2900,0,-32
1370,3505,2900,0,-32
1371,3505,2900,0,-32
1372,3505,2900,0,-32
1373,3505,2900,0,-32
1374,3505,2900,0,-32
1375,3505,2900,0,-32
1376,3505,2900,0,-32
1377,3505,2900,0,-32
1378,4365,2900,0,-32
1379,3505,2900,0,-32
1380,3505,2900,0,-32
1381,2028,2900,0,72
1382,2028,2900,0,72
1383,2028,2900,0,72
1384,2028,2900,0,72
1385,2028,2900,0,72
1386,2028,2900,0,72
1387,-788,2900,0,72
1388,-835,2900,0,72
1389,2028,2900,0,72
1390,2028,2900,0,72
1391,2028,2900,0,72
1392,2028,2900,0,72
1393,2028,2900,0,72
1394,2028,2900,0,72
1395,2028,2900,0,72
1396,3505,3900,20,-40
1397,3505,3350,20,-40
1398,3505,3350,20,-40
1399,3505,3350,20,-40
1400,3505,3350,20,-40
1401,3505,3350,20,-40
1402,3505,3350,20,-40
1403,3505,3350,20,-40
1404,3505,3350,20,-40
1405,3505,3350,20,-40
1406,3505,3350,20,-40
1407,3505,3350,20,-40
1408,3505,3350,20,-40
1409,3505,3350,20,-40
1410,3505,3350,20,-40
1411,2028,2900,0,68
1412,2028,2900,0,68
1413,2028,2900,0,68
1414,-635,2900,0,68
1415,-635,2900,0,68
1416,2028,2900,0,68
1417,2028,2900,0,68
1418,2028,2900,0,68
1419,2028,2900,0,68
1420,2028,2900,0,68
1421,2028,2900,0,68
1422,2028,2900,0,68
1423,2028,2900,0,68
1424,2028,2900,0,68
1425,2028,2900,0,68
1426,3505,2900,0,-40
1427,3505,2900,0,-40
1428,3505,2900,0,-40
1429,3505,2900,0,-40
1430,3505,2900,0,-40
1431,3505,2900,0,-40
1432,3505,2900,0,-40
1433,3505,2900,0,-40
1434,4765,2900,0,-40
1435,3505,2900,0,-40
1436,3505,2900,0,-40
1437,3505,2900,0,-40
1438,3505,2900,0,-40
1439,3505,2900,0,-40
1440,3505,2900,0,-40
1441,2028,3350,24,96
1442,2028,3350,24,96
1443,2028,3350,24,96
1444,2028,3350,24,96
1445,2028,3350,24,96
1446,2028,3350,24,96
1447,2028,4100,24,96
1448,-835,3350,24,96
1449,2028,3350,24,96
1450,2028,4100,24,96
1451,-835,3350,24,96
1452,2028,3350,24,96
1453,2028,3350,24,96
1454,-835,3350,24,96
1455,2028,3350,24,96
1456,3397,2900,0,-28
1457,3505,2900,0,-28
1458,3505,2900,0,-28
1459,3505,2900,0,-28
1460,3505,2900,0,-28
1461,3505,2900,0,-28
1462,3505,2900,0,-28
1463,4165,2900,0,-28
1464,3505,2900,0,-28
1465,3505,2900,0,-28
1466,3505,2900,0,-28
1467,3505,2900,0,-28
1468,3505,2900,0,-28
1469,3505,2900,0,-28
1470,3505,2900,0,-28
1471,-2635,2900,0,108
1472,2028,2900,0,108
1473,2028,2900,0,108
1474,2028,2900,0,108
1475,2028,2900,0,108
1476,2028,2900,0,108
1477,2028,2900,0,108
1478,2028,2900,0,108
1479,2028,2900,0,108
1480,2028,2900,0,108
1481,2028,2900,0,108
1482,2028,2900,0,108
1483,-2635,2900,0,108
1484,2028,2900,0,108
1485,2028,2900,0,108
1486,3505,2900,0,-32
1487,3505,2900,0,-32
1488,3505,2900,0,-32
1489,4365,2900,0,-32
1490,3505,2900,0,-32
1491,3505,2900,0,-32
1492,3505,2900,0,-32
1493,3505,2900,0,-32
1494,3505,2900,0,-32
1495,3505,2900,0,-32
1496,3505,2900,0,-32
1497,3505,2900,0,-32
1498,3505,2900,0,-32
1499,4365,2900,0,-32
1500,3505,2900,0,-32
1501,2028,2900,0,76
1502,2028,2900,0,76
1503,-1035,2900,0,76
1504,-1035,2900,0,76
1505,2028,2900,0,76
1506,2028,2900,0,76
1507,2028,2900,0,76
1508,2028,2900,0,76
1509,2028,2900,0,76
1510,2028,2900,0,76
1511,2028,2900,0,76
1512,2028,2900,0,76
1513,2028,2900,0,76
1514,2028,2900,0,76
1515,2028,2900,0,76
1516,3505,2900,0,-28
1517,3505,2900,0,-28
1518,4165,2900,0,-28
1519,3505,2900,0,-28
1520,3505,2900,0,-28
1521,3505,2900,0,-28
1522,3505,2900,0,-28
1523,3505,2900,0,-28
1524,3505,2900,0,-28
1525,3505,2900,0,-28
1526,3505,2900,0,-28
1527,3505,2900,0,-28
1528,4165,2900,0,-28
1529,3505,2900,0,-28
1530,3505,2900,0,-28
1531,2028,2900,0,32
1532,2028,2900,0,32
1533,2028,2900,0,32
1534,2028,2900,0,32
1535,2028,2900,0,32
1536,2028,2900,0,32
1537,1165,2900,0,32
1538,2028,2900,0,32
1539,2028,2900,0,32
1540,2028,2900,0,32
1541,2028,2900,0,32
1542,2028,2900,0,32
1543,2028,2900,0,32
1544,2028,2900,0,32
1545,2028,2900,0,32
1546,3505,2900,0,-20
1547,3765,2900,0,-20
1548,3505,2900,0,-20
1549,3505,2900,0,-20
1550,3505,2900,0,-20
1551,3505,2900,0,-20
1552,3505,2900,0,-20
1553,3505,2900,0,-20
1554,3505,2900,0,-20
1555,3505,2900,0,-20
1556,3505,2900,0,-20
1557,3765,2900,0,-20
1558,3505,2900,0,-20
1559,3505,2900,0,-20
1560,3505,2900,0,-20
1561,2028,2900,0,68
1562,2028,2900,0,68
1563,2028,2900,0,68
1564,2028,2900,0,68
1565,2028,2900,0,68
1566,2028,2900,0,68
1567,2028,2900,0,68
1568,2028,2900,0,68
1569,2028,2900,0,68
1570,2028,2900,0,68
1571,-635,2900,0,68
1572,2028,2900,0,68
1573,2028,2900,0,68
1574,2028,2900,0,68
1575,2028,2900,0,68
1576,2765,2900,0,0
1577,2765,2900,0,0
1578,2765,2900,0,0
1579,2765,2900,0,0
1580,2765,2900,0,0
1581,2765,2900,0,0
1582,2765,2900,0,0
1583,2765,2900,0,0
1584,2765,2900,0,0
1585,2765,2900,0,0
1586,2765,2900,0,0
1587,2765,2900,0,0
1588,2765,2900,0,0
1589,2765,2900,0,0
1590,2765,2900,0,0
1591,2765,3350,0,0
1592,2765,3350,0,0
1593,2765,3350,0,0
1594,2765,3350,0,0
1595,2765,3350,0,0
1596,2765,3350,0,0
1597,2765,3350,0,0
1598,2765,3350,0,0
1599,2765,3350,0,0
1600,2765,3350,0,0
1601,2765,3350,0,0
1602,2765,3350,0,0
1603,2765,3350,0,0
1604,2765,3350,0,0
1605,2765,3350,0,0
1606,2765,3350,0,0
1607,2765,3350,0,0
1608,2765,3350,0,0
1609,2765,3350,0,0
1610,2765,3350,0,0
1611,2765,3350,0,0
1612,2765,3350,0,0
1613,2765,3350,0,0
1614,2765,3350,0,0
1615,2765,3350,0,0
1616,2765,3350,0,0
1617,2765,3350,0,0
1618,2765,3350,0,0
1619,2765,3350,0,0
1620,2765,3350,0,0
1621,2765,3350,0,0
1622,2765,3350,0,0
1623,2765,3350,0,0
1624,2765,3350,0,0
1625,2765,3350,0,0
1626,2765,3350,0,0
1627,2765,3350,0,0
1628,2765,3350,0,0
1629,2765,3350,0,0
1630,2765,3350,0,0
1631,2765,3350,0,0
1632,2765,3350,0,0
1633,2765,3350,0,0
1634,2765,3350,0,0
1635,2765,3350,0,0
1636,2765,3350,0,0
1637,2765,3350,0,0
1638,2765,3350,0,0
1639,2765,3350,0,0
1640,2765,3350,0,0
1641,2765,3350,0,0
1642,2765,3350,0,0
1643,2765,3350,0,0
1644,2765,3350,0,0
1645,2765,3350,0,0
1646,2765,3350,0,0
1647,2765,3350,0,0
1648,2765,3350,0,0
1649,2765,3350,0,0
1650,2765,3350,0,0
1651,3505,2900,0,-20
1652,3505,2900,0,-20
1653,3505,2900,0,-20
1654,3505,2900,0,-20
1655,3505,2900,0,-20
1656,3505,2900,0,-20
1657,3505,2900,0,-20
1658,3765,2900,0,-20
1659,3505,2900,0,-20
1660,3505,2900,0,-20
1661,3505,2900,0,-20
1662,3505,2900,0,-20
1663,3505,2900,0,-20
1664,3505,2900,0,-20
1665,3505,2900,0,-20
1666,2028,2150,-28,60
1667,2028,1500,-28,60
1668,1165,2150,-28,60
1669,2028,2150,-28,60
1670,2028,2150,-28,60
1671,2028,2150,-28,60
1672,2028,2150,-28,60
1673,2028,2150,-28,60
1674,2028,2150,-28,60
1675,2028,2268,-28,60
1676,1165,2150,-28,60
1677,2028,2150,-28,60
1678,2028,2150,-28,60
1679,2028,2150,-28,60
1680,2028,1500,-28,60
1681,2765,2900,0,0
1682,2765,2900,0,0
1683,2765,2900,0,0
1684,2765,2900,0,0
1685,2765,2900,0,0
1686,2765,2900,0,0
1687,2765,2900,0,0
1688,2765,2900,0,0
1689,2765,2900,0,0
1690,2765,2900,0,0
1691,2765,2900,0,0
1692,2765,2900,0,0
1693,2765,2900,0,0
1694,2765,2900,0,0
1695,2765,2900,0,0
1696,2765,2900,0,0
1697,2765,2900,0,0
1698,2765,2900,0,0
1699,2765,2900,0,0
1700,2765,2900,0,0
1701,2765,2900,0,0
1702,2765,2900,0,0
1703,2765,2900,0,0
1704,2765,2900,0,0
1705,2765,2900,0,0
1706,2765,2900,0,0
1707,2765,2900,0,0
1708,2765,2900,0,0
1709,2765,2900,0,0
1710,2765,2900,0,0
1711,2765,2900,0,0
1712,2765,2900,0,0
1713,2765,2900,0,0
1714,2765,2900,0,0
1715,2765,2900,0,0
1716,2765,2900,0,0
1717,2765,2900,0,0
1718,2765,2900,0,0
1719,2765,2900,0,0
1720,2765,2900,0,0
1721,2765,2900,0,0
1722,2765,2900,0,0
1723,2765,2900,0,0
1724,2765,2900,0,0
1725,2765,2900,0,0
1726,2765,2900,0,0
1727,2765,2900,0,0
1728,2765,2900,0,0
1729,2765,2900,0,0
1730,2765,2900,0,0
1731,2765,2900,0,0
1732,2765,2900,0,0
1733,2765,2900,0,0
1734,2765,2900,0,0
1735,2765,2900,0,0
1736,2765,2900,0,0
1737,2765,2900,0,0
1738,2765,2900,0,0
1739,2765,2900,0,0
1740,2765,2900,0,0
1741,2765,2900,0,0
1742,2765,2900,0,0
1743,2765,2900,0,0
1744,2765,2900,0,0
1745,2765,2900,0,0
1746,2765,2900,0,0
1747,2765,2900,0,0
1748,2765,2900,0,0
1749,2765,2900,0,0
1750,2765,2900,0,0
1751,2765,2900,0,0
1752,2765,2900,0,0
1753,2765,2900,0,0
1754,2765,2900,0,0
1755,2765,2900,0,0
1756,2765,2900,0,0
1757,2765,2900,0,0
1758,2765,2900,0,0
1759,2765,2900,0,0
1760,2765,2900,0,0
1761,2765,2900,0,0
1762,2765,2900,0,0
1763,2765,2900,0,0
1764,2765,2900,0,0
1765,2765,2900,0,0
1766,2765,2900,0,0
1767,2765,2900,0,0
1768,2765,2900,0,0
1769,2765,2900,0,0
1770,2765,2900,0,0
1771,2765,2900,0,0
1772,2765,2900,0,0
1773,2765,2900,0,0
1774,2765,2900,0,0
1775,2765,2900,0,0
1776,2765,2900,0,0
1777,2765,2900,0,0
1778,2765,2900,0,0
1779,2765,2900,0,0
1780,2765,2900,0,0
1781,2765,2900,0,0
1782,2765,2900,0,0
1783,2765,2900,0,0
1784,2765,2900,0,0
1785,2765,2900,0,0
1786,2765,2900,0,0
1787,2765,2900,0,0
1788,2765,2900,0,0
1789,2765,2900,0,0
1790,2765,2900,0,0
1791,2765,2900,0,0
1792,2765,2900,0,0
1793,2765,2900,0,0
1794,2765,2900,0,0
1795,2765,2900,0,0
1796,2765,2900,0,0
1797,2765,2900,0,0

